,funct,article,verb,auxverb,social,family,friend,humans,affect,posemo,negemo,anx,anger,past,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,present,percept,see,hear,feel,bio,body,health,sexual,future,ingest,adverb,preps,conj,negate,pronoun,quant,number,swear,relativ,motion,space,time,ppron,work,achieve,leisure,home,money,relig,death,i,assent,nonfl,filler,we,you,shehe,they,ipron
1729ac1c5673a08e2d6b6326f5ad5537,522.0,45.0,146.0,66.0,117.0,1.0,6.0,30.0,97.0,74.0,23.0,3.0,6.0,27.0,7.0,139.0,12.0,7.0,11.0,9.0,27.0,12.0,45.0,12.0,111.0,26.0,16.0,5.0,5.0,43.0,9.0,6.0,28.0,2.0,0.0,52.0,93.0,48.0,12.0,188.0,30.0,10.0,0.0,143.0,22.0,51.0,59.0,150.0,2.0,16.0,3.0,4.0,1.0,3.0,1.0,110.0,2.0,1.0,7.0,9.0,24.0,6.0,1.0,38.0
1733e0f9f8d1b4fe4d4d7cf406d0a4d0,1440.0,179.0,359.0,198.0,225.0,13.0,4.0,24.0,202.0,144.0,57.0,12.0,20.0,68.0,12.0,427.0,47.0,36.0,36.0,57.0,41.0,16.0,149.0,73.0,251.0,79.0,32.0,17.0,18.0,82.0,30.0,6.0,22.0,17.0,25.0,133.0,359.0,174.0,33.0,349.0,61.0,26.0,2.0,508.0,69.0,202.0,223.0,217.0,60.0,33.0,55.0,101.0,9.0,5.0,13.0,113.0,19.0,5.0,11.0,7.0,79.0,3.0,15.0,132.0
174dd5a97fcf12217ff46f4e593e669a,1032.0,125.0,322.0,152.0,152.0,28.0,4.0,10.0,109.0,67.0,42.0,0.0,16.0,116.0,11.0,278.0,32.0,26.0,19.0,38.0,15.0,6.0,103.0,45.0,178.0,60.0,29.0,13.0,11.0,79.0,29.0,23.0,2.0,9.0,25.0,93.0,223.0,128.0,27.0,316.0,37.0,2.0,4.0,367.0,78.0,127.0,157.0,218.0,53.0,30.0,37.0,20.0,9.0,5.0,2.0,161.0,10.0,2.0,9.0,21.0,11.0,20.0,5.0,98.0
1789589a6d2bba0f09d768f8f3445be5,2245.0,212.0,594.0,337.0,339.0,16.0,3.0,28.0,432.0,249.0,179.0,18.0,97.0,101.0,31.0,648.0,82.0,71.0,75.0,107.0,88.0,16.0,146.0,93.0,397.0,128.0,51.0,50.0,21.0,143.0,51.0,48.0,42.0,38.0,5.0,198.0,485.0,159.0,59.0,736.0,111.0,28.0,58.0,677.0,93.0,213.0,354.0,477.0,59.0,87.0,80.0,23.0,15.0,52.0,29.0,330.0,9.0,6.0,17.0,38.0,77.0,12.0,20.0,259.0
17938acf2d8d382eac91a3072bcae8b5,961.0,92.0,250.0,140.0,105.0,7.0,2.0,10.0,146.0,75.0,65.0,4.0,25.0,65.0,15.0,273.0,31.0,23.0,26.0,53.0,35.0,4.0,71.0,55.0,157.0,47.0,14.0,12.0,17.0,79.0,38.0,12.0,21.0,12.0,17.0,113.0,227.0,89.0,29.0,265.0,46.0,16.0,19.0,290.0,47.0,120.0,116.0,195.0,11.0,26.0,31.0,18.0,13.0,2.0,14.0,157.0,10.0,1.0,9.0,4.0,13.0,19.0,2.0,70.0
1827f641b3ba066d3b4bf4f920ee8ed1,4660.0,427.0,1230.0,680.0,954.0,32.0,21.0,89.0,905.0,572.0,329.0,47.0,83.0,158.0,117.0,1530.0,278.0,187.0,129.0,220.0,182.0,49.0,337.0,286.0,868.0,223.0,75.0,50.0,81.0,249.0,69.0,100.0,61.0,79.0,20.0,419.0,966.0,528.0,182.0,1452.0,229.0,53.0,5.0,1141.0,160.0,436.0,508.0,980.0,103.0,155.0,63.0,23.0,14.0,89.0,16.0,485.0,61.0,6.0,26.0,106.0,281.0,58.0,50.0,472.0
183645c7ba4364a6af0e8b944b33eb06,817.0,88.0,209.0,106.0,147.0,8.0,1.0,14.0,111.0,52.0,59.0,4.0,35.0,40.0,6.0,264.0,41.0,20.0,43.0,35.0,18.0,5.0,61.0,65.0,129.0,28.0,5.0,12.0,11.0,53.0,23.0,10.0,20.0,16.0,4.0,78.0,170.0,77.0,38.0,259.0,28.0,18.0,21.0,198.0,26.0,93.0,76.0,175.0,6.0,13.0,21.0,5.0,6.0,1.0,13.0,111.0,11.0,0.0,9.0,13.0,34.0,11.0,6.0,84.0
184dd29150c526cc5762a7289113ce56,1007.0,130.0,273.0,159.0,200.0,1.0,6.0,29.0,179.0,129.0,49.0,11.0,20.0,37.0,2.0,299.0,47.0,23.0,48.0,56.0,31.0,12.0,56.0,60.0,202.0,46.0,11.0,17.0,11.0,50.0,18.0,14.0,13.0,13.0,7.0,86.0,214.0,88.0,19.0,294.0,41.0,10.0,10.0,237.0,28.0,104.0,97.0,188.0,22.0,33.0,34.0,15.0,11.0,11.0,10.0,98.0,29.0,14.0,8.0,6.0,62.0,16.0,6.0,106.0
18777be6f07a938f5e4525eeb77dfdb2,508.0,149.0,107.0,69.0,81.0,2.0,2.0,18.0,98.0,48.0,49.0,4.0,37.0,7.0,3.0,117.0,23.0,9.0,13.0,34.0,13.0,3.0,22.0,24.0,85.0,18.0,4.0,0.0,4.0,25.0,6.0,4.0,14.0,7.0,1.0,25.0,83.0,36.0,15.0,105.0,37.0,6.0,16.0,98.0,13.0,42.0,40.0,65.0,13.0,18.0,8.0,2.0,6.0,1.0,4.0,29.0,12.0,5.0,3.0,3.0,20.0,1.0,12.0,40.0
1895851cc448183ab181b6e5d7ed4cf3,153.0,15.0,50.0,19.0,39.0,12.0,1.0,6.0,66.0,49.0,17.0,2.0,7.0,5.0,4.0,37.0,9.0,3.0,6.0,6.0,7.0,1.0,5.0,3.0,37.0,12.0,6.0,1.0,3.0,20.0,2.0,3.0,12.0,1.0,3.0,14.0,34.0,13.0,3.0,59.0,6.0,0.0,6.0,45.0,5.0,20.0,19.0,43.0,1.0,1.0,6.0,4.0,1.0,0.0,0.0,33.0,29.0,3.0,1.0,5.0,4.0,0.0,1.0,16.0
18b9112c9f27ae56a5a6d793d7c13a78,175.0,23.0,34.0,24.0,59.0,11.0,0.0,3.0,29.0,27.0,2.0,0.0,0.0,9.0,1.0,42.0,5.0,3.0,5.0,2.0,9.0,0.0,16.0,6.0,20.0,8.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,3.0,0.0,15.0,25.0,12.0,5.0,69.0,5.0,4.0,1.0,31.0,7.0,8.0,16.0,57.0,6.0,6.0,12.0,2.0,0.0,0.0,0.0,24.0,4.0,0.0,4.0,10.0,15.0,8.0,0.0,12.0
18c9b1bf258e266665b43e49cdae4dc5,2459.0,267.0,611.0,299.0,250.0,59.0,16.0,25.0,528.0,411.0,115.0,10.0,78.0,208.0,6.0,638.0,66.0,36.0,49.0,98.0,45.0,23.0,166.0,186.0,330.0,138.0,78.0,22.0,36.0,113.0,47.0,21.0,29.0,21.0,29.0,370.0,645.0,202.0,24.0,575.0,128.0,22.0,57.0,806.0,102.0,258.0,435.0,351.0,174.0,73.0,133.0,214.0,28.0,29.0,11.0,289.0,27.0,35.0,18.0,13.0,22.0,17.0,10.0,224.0
18f69ed40390b2987f8701f54960568a,90.0,10.0,28.0,19.0,13.0,0.0,0.0,0.0,14.0,7.0,7.0,1.0,4.0,8.0,1.0,32.0,5.0,2.0,5.0,11.0,1.0,0.0,6.0,8.0,13.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,6.0,14.0,12.0,2.0,25.0,7.0,0.0,3.0,16.0,4.0,7.0,5.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0
19086fa4d04d7203f0b7702f0a76de45,763.0,93.0,218.0,104.0,174.0,23.0,4.0,29.0,147.0,103.0,44.0,5.0,21.0,59.0,9.0,219.0,28.0,32.0,19.0,32.0,18.0,4.0,59.0,37.0,144.0,46.0,27.0,4.0,11.0,54.0,20.0,10.0,17.0,7.0,16.0,64.0,134.0,87.0,11.0,261.0,35.0,9.0,15.0,216.0,40.0,85.0,87.0,197.0,14.0,29.0,28.0,9.0,17.0,4.0,2.0,131.0,20.0,3.0,8.0,10.0,27.0,24.0,5.0,64.0
191e5a77eb18bfc5026f35a3eb4539a1,3137.0,256.0,929.0,474.0,674.0,26.0,22.0,67.0,588.0,426.0,159.0,21.0,48.0,149.0,29.0,918.0,137.0,106.0,139.0,143.0,102.0,24.0,198.0,153.0,630.0,246.0,122.0,45.0,58.0,219.0,78.0,38.0,77.0,64.0,33.0,333.0,560.0,301.0,82.0,1108.0,130.0,52.0,17.0,709.0,103.0,260.0,332.0,819.0,55.0,70.0,156.0,28.0,20.0,24.0,5.0,507.0,69.0,13.0,54.0,32.0,228.0,14.0,38.0,289.0
193165601dfad67e79ef52b2caf9fd9e,3208.0,171.0,936.0,480.0,663.0,36.0,46.0,34.0,553.0,396.0,150.0,23.0,42.0,171.0,45.0,1119.0,171.0,115.0,130.0,163.0,147.0,37.0,222.0,214.0,613.0,194.0,74.0,50.0,63.0,157.0,64.0,41.0,38.0,57.0,16.0,331.0,621.0,304.0,129.0,1162.0,182.0,27.0,13.0,811.0,124.0,311.0,359.0,800.0,45.0,104.0,62.0,22.0,19.0,21.0,5.0,460.0,30.0,13.0,20.0,66.0,225.0,35.0,14.0,362.0
19c678f83c23c15ffbdc9b777e69e72a,904.0,102.0,248.0,137.0,123.0,4.0,2.0,10.0,139.0,93.0,43.0,5.0,14.0,65.0,10.0,255.0,31.0,15.0,25.0,30.0,42.0,17.0,57.0,47.0,153.0,55.0,27.0,20.0,7.0,29.0,10.0,9.0,6.0,15.0,5.0,107.0,204.0,86.0,19.0,226.0,64.0,10.0,1.0,290.0,36.0,108.0,139.0,166.0,41.0,22.0,46.0,6.0,5.0,6.0,5.0,112.0,27.0,4.0,10.0,6.0,38.0,3.0,7.0,60.0
19c6d69f9f5acc1a43d6ac498085e69f,12.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
19f41b6facd7a78c3ceef4fec559cda7,984.0,99.0,281.0,131.0,183.0,14.0,6.0,42.0,176.0,119.0,57.0,3.0,18.0,66.0,21.0,276.0,33.0,26.0,32.0,48.0,22.0,7.0,87.0,51.0,181.0,43.0,21.0,8.0,12.0,87.0,19.0,24.0,26.0,16.0,21.0,82.0,191.0,135.0,27.0,341.0,39.0,15.0,15.0,259.0,31.0,100.0,124.0,246.0,31.0,28.0,24.0,19.0,14.0,5.0,3.0,187.0,38.0,2.0,14.0,8.0,36.0,4.0,11.0,95.0
1a32585eabfae9612f70513dedbf9e27,1511.0,185.0,367.0,216.0,279.0,15.0,7.0,27.0,167.0,87.0,76.0,9.0,22.0,69.0,17.0,440.0,78.0,49.0,47.0,87.0,29.0,16.0,97.0,89.0,236.0,65.0,26.0,21.0,16.0,65.0,21.0,21.0,14.0,24.0,10.0,113.0,330.0,142.0,44.0,445.0,66.0,26.0,4.0,329.0,55.0,138.0,116.0,286.0,35.0,35.0,21.0,6.0,6.0,4.0,6.0,151.0,8.0,4.0,14.0,13.0,75.0,31.0,16.0,159.0
1ab4754657079071f9831fe42b3eac49,4335.0,524.0,1226.0,674.0,606.0,25.0,25.0,78.0,632.0,341.0,291.0,20.0,188.0,186.0,32.0,1202.0,143.0,102.0,160.0,241.0,86.0,56.0,316.0,183.0,900.0,197.0,105.0,37.0,39.0,284.0,130.0,64.0,63.0,44.0,57.0,428.0,1060.0,405.0,87.0,1049.0,207.0,113.0,131.0,1367.0,239.0,491.0,608.0,685.0,197.0,123.0,175.0,43.0,81.0,34.0,29.0,471.0,44.0,7.0,31.0,39.0,84.0,49.0,42.0,364.0
1afe22276df9b3bf605cf5488f55066c,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b3cc0a2283ae955e9629f7244cca000,1573.0,161.0,461.0,283.0,254.0,3.0,14.0,29.0,219.0,110.0,102.0,12.0,32.0,65.0,32.0,504.0,75.0,40.0,65.0,108.0,58.0,12.0,103.0,69.0,350.0,50.0,16.0,4.0,28.0,86.0,20.0,37.0,12.0,20.0,18.0,152.0,340.0,130.0,48.0,435.0,67.0,13.0,6.0,348.0,40.0,153.0,150.0,255.0,48.0,33.0,34.0,11.0,31.0,11.0,8.0,202.0,9.0,5.0,7.0,0.0,27.0,18.0,8.0,180.0
1b46b323430f9d5a037d2e380b1dde48,1146.0,111.0,330.0,215.0,145.0,7.0,3.0,12.0,222.0,119.0,103.0,7.0,45.0,24.0,17.0,356.0,58.0,29.0,33.0,75.0,52.0,9.0,64.0,80.0,259.0,43.0,17.0,5.0,18.0,84.0,42.0,30.0,8.0,28.0,5.0,101.0,192.0,105.0,56.0,366.0,69.0,12.0,25.0,323.0,53.0,95.0,169.0,188.0,33.0,50.0,17.0,2.0,3.0,14.0,9.0,134.0,28.0,2.0,12.0,11.0,34.0,2.0,7.0,178.0
1b92f9f45ecf187571242e6183aed8b1,2289.0,228.0,744.0,450.0,303.0,10.0,5.0,22.0,407.0,234.0,163.0,14.0,80.0,135.0,31.0,689.0,82.0,45.0,91.0,139.0,45.0,25.0,178.0,120.0,512.0,136.0,52.0,26.0,41.0,187.0,58.0,35.0,50.0,37.0,49.0,241.0,599.0,196.0,33.0,484.0,111.0,18.0,57.0,752.0,120.0,298.0,323.0,335.0,105.0,88.0,115.0,57.0,20.0,17.0,7.0,194.0,37.0,15.0,16.0,10.0,43.0,77.0,11.0,149.0
1ba6f24e9343b1bddb1516e3c09a572f,574.0,59.0,153.0,74.0,75.0,5.0,1.0,7.0,111.0,70.0,41.0,1.0,21.0,46.0,6.0,168.0,33.0,27.0,15.0,26.0,19.0,6.0,33.0,25.0,94.0,38.0,16.0,12.0,10.0,31.0,17.0,7.0,5.0,10.0,4.0,77.0,137.0,60.0,7.0,156.0,25.0,13.0,10.0,174.0,21.0,74.0,75.0,83.0,25.0,27.0,35.0,7.0,4.0,6.0,1.0,56.0,21.0,2.0,15.0,1.0,16.0,6.0,4.0,73.0
1bd7333fe42b9b03045e006b2e87c6a1,105.0,14.0,32.0,6.0,16.0,0.0,0.0,1.0,19.0,10.0,9.0,0.0,3.0,14.0,4.0,35.0,3.0,3.0,8.0,8.0,1.0,2.0,5.0,8.0,13.0,11.0,3.0,5.0,5.0,13.0,5.0,6.0,1.0,3.0,2.0,16.0,23.0,13.0,1.0,34.0,3.0,0.0,3.0,35.0,5.0,13.0,14.0,28.0,4.0,6.0,7.0,0.0,3.0,1.0,1.0,21.0,5.0,1.0,0.0,0.0,3.0,0.0,4.0,6.0
1c1140acd4c8503822bdcc8250c7ed71,85.0,8.0,20.0,11.0,6.0,1.0,0.0,0.0,15.0,8.0,7.0,1.0,3.0,3.0,1.0,24.0,2.0,7.0,2.0,2.0,3.0,3.0,6.0,2.0,17.0,3.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,4.0,23.0,11.0,1.0,25.0,3.0,2.0,1.0,29.0,2.0,14.0,13.0,18.0,8.0,7.0,3.0,0.0,0.0,0.0,3.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0
1c1a61d11a10f9fa967f250095792db3,2751.0,311.0,767.0,439.0,350.0,5.0,3.0,51.0,404.0,281.0,118.0,16.0,42.0,131.0,30.0,799.0,120.0,88.0,107.0,128.0,55.0,35.0,158.0,175.0,510.0,159.0,60.0,40.0,53.0,148.0,67.0,38.0,20.0,52.0,29.0,338.0,619.0,238.0,53.0,751.0,119.0,23.0,10.0,815.0,109.0,342.0,340.0,487.0,77.0,58.0,85.0,45.0,25.0,22.0,11.0,332.0,40.0,15.0,51.0,22.0,73.0,42.0,18.0,264.0
1c1a87c25993e30ed27d821e61e51c67,2361.0,298.0,623.0,358.0,419.0,10.0,18.0,58.0,313.0,218.0,95.0,18.0,35.0,156.0,20.0,694.0,98.0,58.0,84.0,148.0,64.0,24.0,168.0,140.0,386.0,138.0,52.0,47.0,25.0,138.0,49.0,39.0,34.0,37.0,26.0,175.0,502.0,266.0,52.0,670.0,104.0,29.0,26.0,541.0,70.0,222.0,239.0,421.0,74.0,85.0,88.0,15.0,33.0,39.0,16.0,252.0,20.0,14.0,19.0,10.0,98.0,33.0,28.0,249.0
1c35ecaa9e3a3d076bacf420d1cfdeb5,697.0,65.0,202.0,114.0,134.0,2.0,6.0,16.0,112.0,57.0,55.0,8.0,23.0,72.0,9.0,184.0,28.0,19.0,25.0,28.0,18.0,4.0,54.0,30.0,107.0,44.0,9.0,26.0,8.0,41.0,12.0,7.0,2.0,10.0,20.0,64.0,127.0,71.0,8.0,243.0,31.0,7.0,8.0,164.0,17.0,67.0,74.0,174.0,17.0,9.0,36.0,6.0,13.0,8.0,2.0,118.0,8.0,5.0,4.0,4.0,24.0,13.0,15.0,69.0
1c50d3e6d59c3cccf312df38f55f565e,215.0,55.0,45.0,22.0,32.0,3.0,0.0,7.0,32.0,22.0,10.0,1.0,4.0,8.0,3.0,59.0,6.0,3.0,9.0,12.0,9.0,2.0,18.0,8.0,31.0,9.0,0.0,6.0,0.0,8.0,8.0,0.0,0.0,3.0,0.0,7.0,42.0,18.0,13.0,52.0,5.0,5.0,1.0,57.0,11.0,22.0,23.0,39.0,5.0,7.0,1.0,0.0,3.0,1.0,2.0,24.0,6.0,3.0,0.0,7.0,3.0,4.0,1.0,13.0
1c879567b71de5ad2a040bf62499945e,414.0,37.0,98.0,59.0,66.0,1.0,2.0,8.0,60.0,30.0,30.0,3.0,16.0,27.0,3.0,115.0,13.0,14.0,15.0,35.0,7.0,5.0,29.0,24.0,58.0,11.0,3.0,5.0,3.0,14.0,9.0,0.0,2.0,6.0,3.0,35.0,92.0,53.0,12.0,128.0,12.0,9.0,4.0,107.0,18.0,38.0,47.0,87.0,17.0,10.0,10.0,7.0,3.0,4.0,1.0,51.0,3.0,0.0,2.0,6.0,22.0,5.0,3.0,41.0
1ca615e3aa31cdf5427521c92254a1a9,858.0,46.0,232.0,118.0,265.0,18.0,9.0,21.0,246.0,181.0,63.0,3.0,33.0,25.0,12.0,332.0,49.0,37.0,44.0,69.0,42.0,10.0,47.0,75.0,169.0,50.0,15.0,21.0,9.0,64.0,20.0,6.0,33.0,16.0,5.0,62.0,185.0,90.0,34.0,292.0,55.0,12.0,1.0,222.0,30.0,88.0,93.0,211.0,36.0,34.0,17.0,1.0,9.0,2.0,0.0,92.0,29.0,0.0,3.0,17.0,91.0,4.0,7.0,81.0
1cb660f5a6e4a59e1384d9f55b957138,654.0,97.0,184.0,96.0,92.0,11.0,3.0,7.0,146.0,102.0,43.0,7.0,16.0,47.0,13.0,178.0,34.0,15.0,24.0,31.0,18.0,11.0,31.0,25.0,113.0,34.0,11.0,4.0,13.0,40.0,13.0,4.0,10.0,9.0,14.0,57.0,126.0,63.0,24.0,182.0,34.0,10.0,5.0,164.0,23.0,49.0,88.0,129.0,37.0,33.0,47.0,9.0,8.0,4.0,1.0,96.0,21.0,1.0,13.0,2.0,27.0,2.0,2.0,53.0
1ce85683cbdd7a1e89e6c0bbde839063,82.0,3.0,24.0,13.0,15.0,0.0,0.0,2.0,16.0,9.0,7.0,3.0,1.0,1.0,3.0,23.0,2.0,3.0,2.0,1.0,2.0,0.0,8.0,4.0,20.0,4.0,1.0,0.0,3.0,4.0,1.0,3.0,0.0,3.0,0.0,10.0,7.0,12.0,2.0,36.0,3.0,0.0,0.0,20.0,6.0,5.0,9.0,21.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,14.0,1.0,0.0,4.0,0.0,6.0,1.0,0.0,15.0
1cff420d9e6c5f13f72e635ef75639a2,530.0,81.0,121.0,73.0,97.0,3.0,2.0,15.0,79.0,43.0,36.0,7.0,12.0,18.0,9.0,163.0,29.0,19.0,18.0,30.0,23.0,11.0,27.0,32.0,80.0,18.0,6.0,5.0,6.0,31.0,8.0,9.0,11.0,9.0,4.0,43.0,85.0,54.0,42.0,139.0,23.0,10.0,3.0,106.0,17.0,36.0,50.0,88.0,5.0,6.0,12.0,1.0,2.0,11.0,7.0,35.0,3.0,2.0,4.0,7.0,43.0,1.0,2.0,51.0
1d47deef1044f23adae24374bab52539,5884.0,834.0,1433.0,755.0,1107.0,37.0,30.0,70.0,945.0,627.0,317.0,39.0,126.0,252.0,59.0,1647.0,171.0,155.0,178.0,307.0,128.0,53.0,515.0,311.0,940.0,314.0,177.0,52.0,57.0,252.0,84.0,44.0,53.0,110.0,92.0,461.0,1459.0,622.0,111.0,1471.0,261.0,107.0,56.0,2020.0,325.0,812.0,837.0,942.0,226.0,242.0,347.0,51.0,65.0,66.0,18.0,427.0,69.0,8.0,31.0,92.0,245.0,89.0,89.0,529.0
1d57cdb2f3546957026c995e435a496a,178.0,32.0,46.0,26.0,42.0,1.0,1.0,2.0,29.0,18.0,11.0,6.0,2.0,13.0,1.0,47.0,7.0,5.0,6.0,4.0,5.0,2.0,11.0,5.0,27.0,9.0,2.0,3.0,3.0,13.0,4.0,2.0,3.0,4.0,4.0,8.0,46.0,13.0,1.0,51.0,6.0,2.0,0.0,58.0,11.0,29.0,16.0,31.0,2.0,6.0,2.0,2.0,0.0,9.0,1.0,14.0,2.0,0.0,1.0,1.0,10.0,4.0,2.0,20.0
1d7a89f86669b274451aed6ccb6d2c82,54.0,7.0,16.0,8.0,6.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,1.0,6.0,1.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,13.0,4.0,0.0,16.0,3.0,0.0,0.0,25.0,4.0,8.0,12.0,11.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1d7e6f01223cf9c1bfebbe89cfff7321,2779.0,250.0,788.0,373.0,598.0,32.0,8.0,44.0,491.0,240.0,243.0,14.0,155.0,171.0,35.0,847.0,148.0,96.0,105.0,98.0,112.0,28.0,179.0,127.0,517.0,140.0,46.0,43.0,47.0,255.0,79.0,48.0,128.0,43.0,13.0,277.0,545.0,270.0,52.0,1003.0,142.0,26.0,140.0,622.0,101.0,239.0,257.0,686.0,22.0,58.0,50.0,14.0,23.0,17.0,14.0,344.0,13.0,9.0,26.0,19.0,247.0,51.0,25.0,317.0
1e84bfe1c9bbd549913aad1bc57c8878,3554.0,469.0,1066.0,743.0,478.0,30.0,16.0,32.0,450.0,349.0,101.0,32.0,19.0,189.0,32.0,935.0,140.0,53.0,78.0,129.0,86.0,26.0,299.0,142.0,740.0,197.0,60.0,43.0,75.0,200.0,69.0,52.0,27.0,63.0,57.0,360.0,944.0,316.0,44.0,546.0,163.0,74.0,14.0,1180.0,189.0,476.0,506.0,291.0,166.0,100.0,214.0,94.0,57.0,21.0,9.0,43.0,57.0,7.0,18.0,11.0,27.0,198.0,12.0,255.0
1ed800d4d26b7ccf86d3efa1670c0f45,2985.0,232.0,758.0,377.0,688.0,23.0,17.0,48.0,510.0,384.0,124.0,8.0,38.0,152.0,25.0,892.0,120.0,84.0,123.0,141.0,83.0,29.0,228.0,157.0,509.0,96.0,53.0,19.0,20.0,123.0,31.0,26.0,61.0,47.0,6.0,277.0,491.0,356.0,47.0,1180.0,106.0,57.0,13.0,635.0,86.0,211.0,319.0,885.0,47.0,94.0,44.0,23.0,13.0,19.0,9.0,551.0,42.0,4.0,67.0,37.0,252.0,19.0,26.0,295.0
1f0978d2193934b2d98cce221fa84d23,138.0,10.0,37.0,22.0,21.0,1.0,1.0,2.0,23.0,14.0,9.0,0.0,5.0,5.0,2.0,42.0,9.0,5.0,7.0,8.0,1.0,0.0,8.0,10.0,25.0,13.0,8.0,2.0,2.0,10.0,2.0,4.0,1.0,3.0,4.0,11.0,30.0,18.0,2.0,42.0,5.0,2.0,1.0,30.0,3.0,6.0,18.0,25.0,0.0,1.0,9.0,2.0,0.0,0.0,1.0,15.0,4.0,0.0,1.0,1.0,8.0,0.0,1.0,17.0
1f1ec0b8a7b275d06279dd2c71fd6373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
